Order ID ,_  Customer ID ,_  SalesPerson ,_  Order Date ,_  Order Priority ,_  SKU ,_  Order Quantity ,_  Unit Sell Price ,_  Discount ,_  Shipping Amount ,_  Ship Mode ,_  Product Container ,_  Ship Date
21958 ,_  C667 ,_  Bob ,_  5/06/2014 ,_  High ,_  SKU314 ,_  14 ,_  363.25 ,_  0.09 ,_  19.99 ,_  Regular Air ,_  Small Box ,_  6/06/2014
55392 ,_  C162 ,_  Richard ,_  6/06/2014 ,_  Critical ,_  SKU823 ,_  39 ,_  2.84 ,_  0.07 ,_  0.93 ,_  Regular Air ,_  Wrap Bag ,_  8/06/2014
55392 ,_  C162 ,_  John ,_  6/06/2014 ,_  Critical ,_  SKU830 ,_  20 ,_  6.47 ,_  0.02 ,_  1.22 ,_  Regular Air ,_  Wrap Bag ,_  7/06/2014
19010 ,_  C310 ,_  Bob ,_  7/06/2014 ,_  Low ,_  SKU381 ,_  18 ,_  1270.99 ,_  0 ,_  19.99 ,_  Regular Air ,_  Small Box ,_  9/06/2014
6434 ,_  C642 ,_  Bob ,_  7/06/2014 ,_  High ,_  SKU611 ,_  13 ,_  4.76 ,_  0.07 ,_  0.88 ,_  Regular Air ,_  Wrap Bag ,_  7/06/2014
39780 ,_  C165 ,_  Bob ,_  7/06/2014 ,_  Low ,_  SKU205 ,_  48 ,_  45.98 ,_  0.04 ,_  4.8 ,_  Regular Air ,_  Wrap Bag ,_  9/06/2014
39780 ,_  C165 ,_  Bob ,_  7/06/2014 ,_  Low ,_  SKU657 ,_  33 ,_  48.04 ,_  0.02 ,_  5.79 ,_  Regular Air ,_  Small Box ,_  14/06/2014
50432 ,_  C377 ,_  John ,_  7/06/2014 ,_  Low ,_  SKU035 ,_  7 ,_  284.98 ,_  0.02 ,_  69.55 ,_  Delivery Truck ,_  Jumbo Drum ,_  12/06/2014
50432 ,_  C377 ,_  Richard ,_  7/06/2014 ,_  Low ,_  SKU660 ,_  45 ,_  55.48 ,_  0.08 ,_  14.3 ,_  Regular Air ,_  Small Box ,_  9/06/2014
46499 ,_  C304 ,_  Bob ,_  7/06/2014 ,_  Critical ,_  SKU263 ,_  1 ,_  44.01 ,_  0.06 ,_  3.5 ,_  Regular Air ,_  Small Box ,_  8/06/2014
46499 ,_  C304 ,_  John ,_  7/06/2014 ,_  Critical ,_  SKU282 ,_  22 ,_  4.06 ,_  0.07 ,_  6.89 ,_  Regular Air ,_  Small Box ,_  9/06/2014
46499 ,_  C304 ,_  Richard ,_  7/06/2014 ,_  Critical ,_  SKU843 ,_  10 ,_  1.26 ,_  0.1 ,_  0.7 ,_  Regular Air ,_  Wrap Bag ,_  8/06/2014
54342 ,_  C604 ,_  Bob ,_  8/06/2014 ,_  Low ,_  SKU994 ,_  35 ,_  100.97 ,_  0.05 ,_  7.18 ,_  Express Air ,_  Small Box ,_  8/06/2014
54342 ,_  C604 ,_  John ,_  8/06/2014 ,_  Low ,_  SKU733 ,_  2 ,_  4.84 ,_  0.02 ,_  0.71 ,_  Regular Air ,_  Wrap Bag ,_  8/06/2014
17446 ,_  C081 ,_  Richard ,_  9/06/2014 ,_  Critical ,_  SKU873 ,_  15 ,_  8.34 ,_  0 ,_  2.64 ,_  Express Air ,_  Small Pack ,_  11/06/2014
24869 ,_  C559 ,_  Bob ,_  10/06/2014 ,_  Not Specified ,_  SKU406 ,_  14 ,_  8.85 ,_  0.05 ,_  5.6 ,_  Regular Air ,_  Small Box ,_  11/06/2014
36230 ,_  C763 ,_  Bob ,_  10/06/2014 ,_  High ,_  SKU1007 ,_  7 ,_  7.28 ,_  0 ,_  3.52 ,_  Regular Air ,_  Small Pack ,_  10/06/2014
40707 ,_  C324 ,_  John ,_  11/06/2014 ,_  High ,_  SKU1155 ,_  26 ,_  65.99 ,_  0 ,_  8.99 ,_  Regular Air ,_  Small Box ,_  13/06/2014
46627 ,_  C278 ,_  John ,_  11/06/2014 ,_  Critical ,_  SKU648 ,_  3 ,_  5.28 ,_  0.05 ,_  6.26 ,_  Regular Air ,_  Small Box ,_  12/06/2014
46627 ,_  C278 ,_  Bob ,_  11/06/2014 ,_  Critical ,_  SKU1174 ,_  24 ,_  65.99 ,_  0.03 ,_  5.26 ,_  Regular Air ,_  Small Box ,_  12/06/2014
5155 ,_  C608 ,_  John ,_  11/06/2014 ,_  High ,_  SKU1046 ,_  14 ,_  39.98 ,_  0.01 ,_  4 ,_  Regular Air ,_  Small Box ,_  12/06/2014
53476 ,_  C716 ,_  Richard ,_  11/06/2014 ,_  Not Specified ,_  SKU652 ,_  14 ,_  35.44 ,_  0.04 ,_  5.09 ,_  Regular Air ,_  Small Box ,_  11/06/2014
53476 ,_  C716 ,_  Bob ,_  11/06/2014 ,_  Not Specified ,_  SKU735 ,_  24 ,_  3.98 ,_  0.08 ,_  0.7 ,_  Regular Air ,_  Wrap Bag ,_  14/06/2014
53476 ,_  C716 ,_  John ,_  11/06/2014 ,_  Not Specified ,_  SKU781 ,_  47 ,_  1.76 ,_  0.01 ,_  0.7 ,_  Regular Air ,_  Wrap Bag ,_  12/06/2014
53476 ,_  C716 ,_  Richard ,_  11/06/2014 ,_  Not Specified ,_  SKU919 ,_  42 ,_  193.17 ,_  0.01 ,_  19.99 ,_  Express Air ,_  Small Box ,_  11/06/2014
26466 ,_  C638 ,_  John ,_  11/06/2014 ,_  Critical ,_  SKU1199 ,_  29 ,_  35.99 ,_  0.01 ,_  5.99 ,_  Regular Air ,_  Wrap Bag ,_  12/06/2014
59681 ,_  C307 ,_  Bob ,_  11/06/2014 ,_  Critical ,_  SKU358 ,_  23 ,_  8.6 ,_  0.02 ,_  6.19 ,_  Express Air ,_  Small Box ,_  13/06/2014
25347 ,_  C744 ,_  Richard ,_  12/06/2014 ,_  Low ,_  SKU634 ,_  28 ,_  35.44 ,_  0.07 ,_  7.5 ,_  Regular Air ,_  Small Box ,_  19/06/2014
56582 ,_  C324 ,_  John ,_  12/06/2014 ,_  Low ,_  SKU018 ,_  36 ,_  130.98 ,_  0.04 ,_  54.74 ,_  Delivery Truck ,_  Jumbo Box ,_  12/06/2014
42308 ,_  C671 ,_  Richard ,_  12/06/2014 ,_  Medium ,_  SKU138 ,_  16 ,_  4.86 ,_  0.09 ,_  7.1 ,_  Regular Air ,_  Small Box ,_  15/06/2014
48096 ,_  C224 ,_  Richard ,_  12/06/2014 ,_  High ,_  SKU717 ,_  3 ,_  6.48 ,_  0.02 ,_  7.86 ,_  Express Air ,_  Small Box ,_  13/06/2014
48096 ,_  C224 ,_  Bob ,_  12/06/2014 ,_  High ,_  SKU485 ,_  22 ,_  17.07 ,_  0.03 ,_  8.13 ,_  Regular Air ,_  Small Box ,_  14/06/2014
8999 ,_  C406 ,_  John ,_  12/06/2014 ,_  High ,_  SKU660 ,_  28 ,_  55.48 ,_  0 ,_  14.3 ,_  Regular Air ,_  Small Box ,_  14/06/2014
47872 ,_  C100 ,_  Bob ,_  12/06/2014 ,_  Critical ,_  SKU279 ,_  38 ,_  46.89 ,_  0.09 ,_  5.1 ,_  Regular Air ,_  Medium Box ,_  14/06/2014
47872 ,_  C100 ,_  John ,_  12/06/2014 ,_  Critical ,_  SKU169 ,_  50 ,_  6.64 ,_  0.05 ,_  4.95 ,_  Regular Air ,_  Small Pack ,_  13/06/2014
29988 ,_  C006 ,_  John ,_  12/06/2014 ,_  High ,_  SKU1077 ,_  12 ,_  449.99 ,_  0.06 ,_  49 ,_  Delivery Truck ,_  Jumbo Drum ,_  14/06/2014
56582 ,_  C324 ,_  Bob ,_  12/06/2014 ,_  Low ,_  SKU125 ,_  25 ,_  105.29 ,_  0.04 ,_  10.12 ,_  Regular Air ,_  Large Box ,_  16/06/2014
56582 ,_  C324 ,_  Bob ,_  12/06/2014 ,_  Low ,_  SKU248 ,_  47 ,_  31.76 ,_  0.07 ,_  45.51 ,_  Delivery Truck ,_  Jumbo Box ,_  14/06/2014
355 ,_  C335 ,_  Richard ,_  13/06/2014 ,_  Low ,_  SKU1198 ,_  16 ,_  85.99 ,_  0 ,_  0.99 ,_  Regular Air ,_  Wrap Bag ,_  18/06/2014
39430 ,_  C251 ,_  Richard ,_  13/06/2014 ,_  Low ,_  SKU1028 ,_  29 ,_  30.98 ,_  0.03 ,_  6.5 ,_  Regular Air ,_  Small Box ,_  17/06/2014
58339 ,_  C635 ,_  Bob ,_  13/06/2014 ,_  High ,_  SKU320 ,_  9 ,_  177.98 ,_  0.07 ,_  0.99 ,_  Regular Air ,_  Small Box ,_  13/06/2014
58339 ,_  C635 ,_  Richard ,_  13/06/2014 ,_  High ,_  SKU377 ,_  11 ,_  2.08 ,_  0.01 ,_  1.49 ,_  Express Air ,_  Small Box ,_  14/06/2014
37348 ,_  C492 ,_  John ,_  13/06/2014 ,_  High ,_  SKU891 ,_  33 ,_  17.15 ,_  0.08 ,_  4.96 ,_  Regular Air ,_  Small Box ,_  16/06/2014
837 ,_  C691 ,_  Richard ,_  14/06/2014 ,_  Not Specified ,_  SKU741 ,_  11 ,_  5.84 ,_  0.01 ,_  0.83 ,_  Regular Air ,_  Wrap Bag ,_  16/06/2014
28001 ,_  C231 ,_  Richard ,_  14/06/2014 ,_  Critical ,_  SKU156 ,_  21 ,_  194.3 ,_  0.01 ,_  11.54 ,_  Regular Air ,_  Large Box ,_  16/06/2014
28001 ,_  C231 ,_  John ,_  14/06/2014 ,_  Critical ,_  SKU183 ,_  41 ,_  209.84 ,_  0.02 ,_  21.21 ,_  Regular Air ,_  Large Box ,_  14/06/2014
53350 ,_  C730 ,_  John ,_  14/06/2014 ,_  Not Specified ,_  SKU403 ,_  24 ,_  315.98 ,_  0.08 ,_  19.99 ,_  Regular Air ,_  Small Box ,_  14/06/2014
14528 ,_  C424 ,_  Bob ,_  15/06/2014 ,_  Critical ,_  SKU351 ,_  14 ,_  5.98 ,_  0.09 ,_  1.49 ,_  Regular Air ,_  Small Box ,_  17/06/2014
22242 ,_  C578 ,_  Richard ,_  15/06/2014 ,_  Not Specified ,_  SKU633 ,_  50 ,_  6.48 ,_  0.04 ,_  9.54 ,_  Regular Air ,_  Small Box ,_  17/06/2014
28161 ,_  C165 ,_  Bob ,_  15/06/2014 ,_  Not Specified ,_  SKU073 ,_  15 ,_  350.98 ,_  0.06 ,_  30 ,_  Delivery Truck ,_  Jumbo Drum ,_  17/06/2014
28161 ,_  C165 ,_  Bob ,_  15/06/2014 ,_  Not Specified ,_  SKU012 ,_  10 ,_  70.98 ,_  0.02 ,_  46.74 ,_  Delivery Truck ,_  Jumbo Box ,_  16/06/2014
28161 ,_  C165 ,_  Bob ,_  15/06/2014 ,_  Not Specified ,_  SKU982 ,_  41 ,_  27.48 ,_  0.04 ,_  4 ,_  Regular Air ,_  Small Box ,_  17/06/2014
40006 ,_  C006 ,_  John ,_  15/06/2014 ,_  Not Specified ,_  SKU443 ,_  35 ,_  4.24 ,_  0.03 ,_  5.41 ,_  Regular Air ,_  Small Box ,_  17/06/2014
40006 ,_  C006 ,_  Bob ,_  15/06/2014 ,_  Not Specified ,_  SKU798 ,_  48 ,_  2.94 ,_  0.04 ,_  0.7 ,_  Regular Air ,_  Wrap Bag ,_  16/06/2014
24199 ,_  C624 ,_  Bob ,_  16/06/2014 ,_  Critical ,_  SKU1021 ,_  16 ,_  40.48 ,_  0 ,_  19.99 ,_  Regular Air ,_  Small Box ,_  17/06/2014
8545 ,_  C066 ,_  John ,_  17/06/2014 ,_  Low ,_  SKU343 ,_  25 ,_  4.13 ,_  0 ,_  5.34 ,_  Regular Air ,_  Small Box ,_  21/06/2014
8545 ,_  C066 ,_  John ,_  17/06/2014 ,_  Low ,_  SKU018 ,_  24 ,_  130.98 ,_  0.1 ,_  54.74 ,_  Delivery Truck ,_  Jumbo Box ,_  21/06/2014
48931 ,_  C146 ,_  Bob ,_  17/06/2014 ,_  Low ,_  SKU986 ,_  33 ,_  20.95 ,_  0 ,_  4 ,_  Regular Air ,_  Small Box ,_  24/06/2014
48931 ,_  C146 ,_  Richard ,_  17/06/2014 ,_  Low ,_  SKU1028 ,_  8 ,_  30.98 ,_  0.01 ,_  6.5 ,_  Regular Air ,_  Small Box ,_  19/06/2014
48931 ,_  C146 ,_  Richard ,_  17/06/2014 ,_  Low ,_  SKU176 ,_  42 ,_  51.75 ,_  0.03 ,_  19.99 ,_  Regular Air ,_  Small Box ,_  22/06/2014
32038 ,_  C723 ,_  Bob ,_  17/06/2014 ,_  Low ,_  SKU295 ,_  26 ,_  11.7 ,_  0 ,_  6.96 ,_  Express Air ,_  Medium Box ,_  19/06/2014
57155 ,_  C722 ,_  John ,_  17/06/2014 ,_  Critical ,_  SKU702 ,_  23 ,_  6.48 ,_  0.05 ,_  9.68 ,_  Regular Air ,_  Small Box ,_  18/06/2014
57155 ,_  C722 ,_  Richard ,_  17/06/2014 ,_  Critical ,_  SKU924 ,_  16 ,_  33.89 ,_  0.04 ,_  5.1 ,_  Express Air ,_  Small Box ,_  18/06/2014
224 ,_  C073 ,_  Richard ,_  17/06/2014 ,_  Not Specified ,_  SKU150 ,_  25 ,_  7.38 ,_  0.09 ,_  5.21 ,_  Regular Air ,_  Small Box ,_  18/06/2014
224 ,_  C073 ,_  John ,_  17/06/2014 ,_  Not Specified ,_  SKU650 ,_  44 ,_  5.98 ,_  0.04 ,_  5.15 ,_  Regular Air ,_  Small Box ,_  18/06/2014
224 ,_  C073 ,_  Richard ,_  17/06/2014 ,_  Not Specified ,_  SKU899 ,_  33 ,_  15.42 ,_  0.04 ,_  10.68 ,_  Regular Air ,_  Small Box ,_  18/06/2014
5984 ,_  C263 ,_  Bob ,_  17/06/2014 ,_  Low ,_  SKU270 ,_  37 ,_  10.89 ,_  0.06 ,_  4.5 ,_  Regular Air ,_  Small Box ,_  22/06/2014
5984 ,_  C263 ,_  Bob ,_  17/06/2014 ,_  Low ,_  SKU134 ,_  42 ,_  10.64 ,_  0.03 ,_  5.16 ,_  Regular Air ,_  Small Box ,_  22/06/2014
5984 ,_  C263 ,_  Bob ,_  17/06/2014 ,_  Low ,_  SKU201 ,_  11 ,_  7.96 ,_  0.03 ,_  4.95 ,_  Regular Air ,_  Small Box ,_  19/06/2014
14276 ,_  C459 ,_  John ,_  18/06/2014 ,_  Medium ,_  SKU829 ,_  11 ,_  10.48 ,_  0.1 ,_  2.89 ,_  Regular Air ,_  Small Pack ,_  19/06/2014
46919 ,_  C373 ,_  Bob ,_  18/06/2014 ,_  Low ,_  SKU977 ,_  31 ,_  152.48 ,_  0.07 ,_  6.5 ,_  Regular Air ,_  Small Box ,_  20/06/2014
1218 ,_  C180 ,_  John ,_  19/06/2014 ,_  Not Specified ,_  SKU300 ,_  3 ,_  14.42 ,_  0.1 ,_  6.75 ,_  Regular Air ,_  Medium Box ,_  22/06/2014
9954 ,_  C741 ,_  John ,_  19/06/2014 ,_  Not Specified ,_  SKU051 ,_  36 ,_  280.98 ,_  0.07 ,_  57 ,_  Delivery Truck ,_  Jumbo Drum ,_  20/06/2014
9954 ,_  C741 ,_  Bob ,_  19/06/2014 ,_  Not Specified ,_  SKU643 ,_  39 ,_  4.98 ,_  0 ,_  7.44 ,_  Regular Air ,_  Small Box ,_  21/06/2014
9954 ,_  C741 ,_  John ,_  19/06/2014 ,_  Not Specified ,_  SKU772 ,_  30 ,_  3.98 ,_  0.1 ,_  0.83 ,_  Regular Air ,_  Wrap Bag ,_  21/06/2014
5446 ,_  C318 ,_  Bob ,_  20/06/2014 ,_  Low ,_  SKU480 ,_  42 ,_  10.98 ,_  0.07 ,_  4.8 ,_  Regular Air ,_  Small Box ,_  27/06/2014
23303 ,_  C621 ,_  Richard ,_  20/06/2014 ,_  Not Specified ,_  SKU623 ,_  39 ,_  6.48 ,_  0.09 ,_  6.22 ,_  Regular Air ,_  Small Box ,_  22/06/2014
42403 ,_  C573 ,_  Richard ,_  20/06/2014 ,_  Not Specified ,_  SKU507 ,_  38 ,_  3.08 ,_  0.04 ,_  0.99 ,_  Regular Air ,_  Small Box ,_  21/06/2014
42403 ,_  C573 ,_  John ,_  20/06/2014 ,_  Not Specified ,_  SKU785 ,_  47 ,_  2.78 ,_  0.1 ,_  1.25 ,_  Regular Air ,_  Wrap Bag ,_  21/06/2014
39812 ,_  C315 ,_  John ,_  20/06/2014 ,_  Not Specified ,_  SKU382 ,_  40 ,_  8.04 ,_  0.05 ,_  8.94 ,_  Regular Air ,_  Small Box ,_  22/06/2014
26854 ,_  C147 ,_  John ,_  21/06/2014 ,_  Not Specified ,_  SKU159 ,_  1 ,_  25.38 ,_  0.02 ,_  8.99 ,_  Regular Air ,_  Small Pack ,_  22/06/2014
6144 ,_  C622 ,_  Bob ,_  21/06/2014 ,_  Critical ,_  SKU514 ,_  24 ,_  2.88 ,_  0.07 ,_  0.5 ,_  Regular Air ,_  Small Box ,_  24/06/2014
6144 ,_  C622 ,_  John ,_  21/06/2014 ,_  Critical ,_  SKU231 ,_  4 ,_  348.21 ,_  0.03 ,_  40.19 ,_  Delivery Truck ,_  Jumbo Box ,_  22/06/2014
47168 ,_  C178 ,_  Richard ,_  21/06/2014 ,_  Not Specified ,_  SKU1094 ,_  24 ,_  119.99 ,_  0.02 ,_  14 ,_  Delivery Truck ,_  Jumbo Drum ,_  22/06/2014
47168 ,_  C178 ,_  Richard ,_  21/06/2014 ,_  Not Specified ,_  SKU702 ,_  42 ,_  6.48 ,_  0.09 ,_  9.68 ,_  Regular Air ,_  Small Box ,_  22/06/2014
18080 ,_  C733 ,_  Richard ,_  22/06/2014 ,_  High ,_  SKU041 ,_  7 ,_  180.98 ,_  0.1 ,_  26.2 ,_  Delivery Truck ,_  Jumbo Drum ,_  23/06/2014
9088 ,_  C663 ,_  Richard ,_  22/06/2014 ,_  Critical ,_  SKU419 ,_  50 ,_  304.99 ,_  0.03 ,_  19.99 ,_  Regular Air ,_  Small Box ,_  24/06/2014
9088 ,_  C663 ,_  Richard ,_  22/06/2014 ,_  Critical ,_  SKU1256 ,_  31 ,_  65.99 ,_  0.09 ,_  8.99 ,_  Regular Air ,_  Small Box ,_  24/06/2014
14182 ,_  C097 ,_  John ,_  22/06/2014 ,_  Low ,_  SKU1242 ,_  23 ,_  125.99 ,_  0.05 ,_  8.08 ,_  Regular Air ,_  Small Box ,_  27/06/2014
3397 ,_  C022 ,_  Richard ,_  22/06/2014 ,_  Medium ,_  SKU979 ,_  43 ,_  19.98 ,_  0.1 ,_  4 ,_  Regular Air ,_  Small Box ,_  24/06/2014
29633 ,_  C686 ,_  John ,_  22/06/2014 ,_  Critical ,_  SKU931 ,_  11 ,_  7.98 ,_  0.01 ,_  6.5 ,_  Regular Air ,_  Medium Box ,_  23/06/2014
3397 ,_  C022 ,_  Bob ,_  22/06/2014 ,_  Medium ,_  SKU348 ,_  11 ,_  2.88 ,_  0.09 ,_  1.49 ,_  Regular Air ,_  Small Box ,_  23/06/2014
39488 ,_  C526 ,_  John ,_  22/06/2014 ,_  Low ,_  SKU472 ,_  18 ,_  4.48 ,_  0.04 ,_  2.5 ,_  Express Air ,_  Small Box ,_  26/06/2014
41606 ,_  C098 ,_  John ,_  23/06/2014 ,_  High ,_  SKU020 ,_  23 ,_  200.98 ,_  0.09 ,_  55.96 ,_  Delivery Truck ,_  Jumbo Box ,_  24/06/2014
41606 ,_  C098 ,_  John ,_  23/06/2014 ,_  High ,_  SKU794 ,_  30 ,_  2.78 ,_  0.09 ,_  0.97 ,_  Regular Air ,_  Wrap Bag ,_  24/06/2014
39078 ,_  C509 ,_  Richard ,_  23/06/2014 ,_  Low ,_  SKU797 ,_  10 ,_  3.28 ,_  0.07 ,_  3.97 ,_  Regular Air ,_  Wrap Bag ,_  23/06/2014
39078 ,_  C509 ,_  Bob ,_  23/06/2014 ,_  Low ,_  SKU996 ,_  8 ,_  256.99 ,_  0.02 ,_  11.25 ,_  Regular Air ,_  Small Box ,_  30/06/2014
39078 ,_  C509 ,_  Bob ,_  23/06/2014 ,_  Low ,_  SKU729 ,_  26 ,_  6.48 ,_  0.01 ,_  5.14 ,_  Regular Air ,_  Small Box ,_  25/06/2014
41799 ,_  C396 ,_  John ,_  23/06/2014 ,_  High ,_  SKU1245 ,_  21 ,_  65.99 ,_  0.04 ,_  4.99 ,_  Regular Air ,_  Small Box ,_  24/06/2014
19073 ,_  C164 ,_  Bob ,_  24/06/2014 ,_  Not Specified ,_  SKU134 ,_  16 ,_  10.64 ,_  0.04 ,_  5.16 ,_  Regular Air ,_  Small Box ,_  25/06/2014
19073 ,_  C164 ,_  John ,_  24/06/2014 ,_  Not Specified ,_  SKU811 ,_  40 ,_  2.78 ,_  0.03 ,_  1.34 ,_  Express Air ,_  Wrap Bag ,_  26/06/2014
52006 ,_  C130 ,_  Bob ,_  24/06/2014 ,_  Medium ,_  SKU214 ,_  42 ,_  8.37 ,_  0 ,_  10.16 ,_  Regular Air ,_  Large Box ,_  26/06/2014
52006 ,_  C130 ,_  Bob ,_  24/06/2014 ,_  Medium ,_  SKU829 ,_  39 ,_  10.48 ,_  0.1 ,_  2.89 ,_  Regular Air ,_  Small Pack ,_  25/06/2014
47938 ,_  C468 ,_  Bob ,_  24/06/2014 ,_  Low ,_  SKU1196 ,_  17 ,_  20.99 ,_  0.09 ,_  2.5 ,_  Regular Air ,_  Wrap Bag ,_  1/07/2014
39136 ,_  C702 ,_  John ,_  24/06/2014 ,_  High ,_  SKU1237 ,_  49 ,_  65.99 ,_  0.02 ,_  3.99 ,_  Regular Air ,_  Small Box ,_  26/06/2014
18119 ,_  C777 ,_  Richard ,_  24/06/2014 ,_  Low ,_  SKU464 ,_  37 ,_  8.74 ,_  0 ,_  8.29 ,_  Regular Air ,_  Small Box ,_  26/06/2014
32582 ,_  C767 ,_  John ,_  25/06/2014 ,_  Not Specified ,_  SKU115 ,_  27 ,_  105.34 ,_  0.07 ,_  24.49 ,_  Express Air ,_  Large Box ,_  26/06/2014
12228 ,_  C099 ,_  Bob ,_  25/06/2014 ,_  Not Specified ,_  SKU070 ,_  1 ,_  130.98 ,_  0.04 ,_  30 ,_  Delivery Truck ,_  Jumbo Drum ,_  28/06/2014
12228 ,_  C099 ,_  Richard ,_  25/06/2014 ,_  Not Specified ,_  SKU1140 ,_  30 ,_  200.99 ,_  0.05 ,_  4.2 ,_  Regular Air ,_  Small Box ,_  25/06/2014
33250 ,_  C320 ,_  Richard ,_  25/06/2014 ,_  Not Specified ,_  SKU320 ,_  40 ,_  177.98 ,_  0.04 ,_  0.99 ,_  Regular Air ,_  Small Box ,_  27/06/2014
36705 ,_  C671 ,_  Richard ,_  25/06/2014 ,_  Not Specified ,_  SKU252 ,_  17 ,_  70.89 ,_  0.06 ,_  89.3 ,_  Delivery Truck ,_  Jumbo Box ,_  25/06/2014
57507 ,_  C479 ,_  John ,_  26/06/2014 ,_  Critical ,_  SKU400 ,_  10 ,_  15.01 ,_  0.03 ,_  8.4 ,_  Regular Air ,_  Small Box ,_  29/06/2014
20322 ,_  C693 ,_  Bob ,_  28/06/2014 ,_  Critical ,_  SKU356 ,_  46 ,_  3.58 ,_  0.06 ,_  5.47 ,_  Regular Air ,_  Small Box ,_  30/06/2014
20322 ,_  C693 ,_  Richard ,_  28/06/2014 ,_  Critical ,_  SKU008 ,_  46 ,_  100.98 ,_  0.09 ,_  35.84 ,_  Delivery Truck ,_  Jumbo Box ,_  28/06/2014
20322 ,_  C693 ,_  Richard ,_  28/06/2014 ,_  Critical ,_  SKU673 ,_  15 ,_  5.78 ,_  0.1 ,_  7.96 ,_  Regular Air ,_  Small Box ,_  28/06/2014
18919 ,_  C644 ,_  Bob ,_  28/06/2014 ,_  Low ,_  SKU278 ,_  39 ,_  17.52 ,_  0 ,_  8.17 ,_  Regular Air ,_  Medium Box ,_  3/07/2014
55429 ,_  C563 ,_  Richard ,_  29/06/2014 ,_  High ,_  SKU718 ,_  43 ,_  6.48 ,_  0.09 ,_  7.03 ,_  Regular Air ,_  Small Box ,_  1/07/2014
31877 ,_  C246 ,_  Bob ,_  29/06/2014 ,_  Medium ,_  SKU214 ,_  34 ,_  8.37 ,_  0.08 ,_  10.16 ,_  Regular Air ,_  Large Box ,_  29/06/2014
2211 ,_  C791 ,_  Richard ,_  29/06/2014 ,_  High ,_  SKU1020 ,_  22 ,_  73.98 ,_  0.05 ,_  12.14 ,_  Regular Air ,_  Small Box ,_  30/06/2014
2211 ,_  C791 ,_  Bob ,_  29/06/2014 ,_  High ,_  SKU599 ,_  14 ,_  5.98 ,_  0 ,_  7.15 ,_  Regular Air ,_  Small Box ,_  1/07/2014
2211 ,_  C791 ,_  Bob ,_  29/06/2014 ,_  High ,_  SKU742 ,_  23 ,_  3.57 ,_  0.09 ,_  4.17 ,_  Regular Air ,_  Small Pack ,_  1/07/2014
25063 ,_  C261 ,_  Richard ,_  29/06/2014 ,_  Not Specified ,_  SKU1202 ,_  24 ,_  35.99 ,_  0.04 ,_  3.3 ,_  Regular Air ,_  Small Pack ,_  29/06/2014
40224 ,_  C667 ,_  John ,_  30/06/2014 ,_  Low ,_  SKU177 ,_  14 ,_  63.94 ,_  0.05 ,_  14.48 ,_  Express Air ,_  Small Box ,_  7/07/2014
42279 ,_  C325 ,_  John ,_  30/06/2014 ,_  Not Specified ,_  SKU1028 ,_  44 ,_  30.98 ,_  0.02 ,_  6.5 ,_  Express Air ,_  Small Box ,_  1/07/2014
20135 ,_  C729 ,_  Richard ,_  30/06/2014 ,_  Critical ,_  SKU516 ,_  44 ,_  2.61 ,_  0.03 ,_  0.5 ,_  Regular Air ,_  Small Box ,_  30/06/2014
20135 ,_  C729 ,_  Richard ,_  30/06/2014 ,_  Critical ,_  SKU257 ,_  28 ,_  349.45 ,_  0.08 ,_  60 ,_  Delivery Truck ,_  Jumbo Drum ,_  2/07/2014
55746 ,_  C305 ,_  John ,_  30/06/2014 ,_  Not Specified ,_  SKU972 ,_  29 ,_  11.29 ,_  0.07 ,_  5.03 ,_  Regular Air ,_  Small Box ,_  2/07/2014
36647 ,_  C162 ,_  John ,_  30/06/2014 ,_  High ,_  SKU860 ,_  21 ,_  7.89 ,_  0.01 ,_  2.82 ,_  Regular Air ,_  Wrap Bag ,_  1/07/2014
36647 ,_  C162 ,_  Bob ,_  30/06/2014 ,_  High ,_  SKU865 ,_  16 ,_  3.68 ,_  0.09 ,_  1.32 ,_  Regular Air ,_  Wrap Bag ,_  1/07/2014
36647 ,_  C162 ,_  Richard ,_  30/06/2014 ,_  High ,_  SKU925 ,_  18 ,_  9.71 ,_  0.1 ,_  9.45 ,_  Regular Air ,_  Small Box ,_  3/07/2014
34374 ,_  C288 ,_  Bob ,_  30/06/2014 ,_  Low ,_  SKU975 ,_  42 ,_  8.33 ,_  0.04 ,_  1.99 ,_  Regular Air ,_  Small Pack ,_  7/07/2014
34275 ,_  C313 ,_  John ,_  1/07/2014 ,_  Low ,_  SKU733 ,_  27 ,_  4.84 ,_  0.07 ,_  0.71 ,_  Regular Air ,_  Wrap Bag ,_  3/07/2014
47494 ,_  C487 ,_  Bob ,_  1/07/2014 ,_  High ,_  SKU1067 ,_  42 ,_  45.19 ,_  0.04 ,_  1.99 ,_  Regular Air ,_  Small Pack ,_  2/07/2014
47494 ,_  C487 ,_  Richard ,_  1/07/2014 ,_  High ,_  SKU626 ,_  9 ,_  4.98 ,_  0.03 ,_  6.07 ,_  Regular Air ,_  Small Box ,_  1/07/2014
41216 ,_  C434 ,_  John ,_  1/07/2014 ,_  Not Specified ,_  SKU368 ,_  8 ,_  29.17 ,_  0.02 ,_  6.27 ,_  Regular Air ,_  Small Box ,_  2/07/2014
