Order ID  $§_44_ Customer ID  $§_44_ SalesPerson  $§_44_ Order Date  $§_44_ Order Priority  $§_44_ SKU  $§_44_ Order Quantity  $§_44_ Unit Sell Price  $§_44_ Discount  $§_44_ Shipping Amount  $§_44_ Ship Mode  $§_44_ Product Container  $§_44_ Ship Date
39686  $§_44_ C613  $§_44_ Richard  $§_44_ 8/06/2020  $§_44_ Not Specified  $§_44_ SKU1174  $§_44_ 48  $§_44_ 65.99  $§_44_ 0  $§_44_ 5.26  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 9/06/2020
55431  $§_44_ C435  $§_44_ Richard  $§_44_ 8/06/2020  $§_44_ Not Specified  $§_44_ SKU825  $§_44_ 39  $§_44_ 1.6  $§_44_ 0.1  $§_44_ 1.29  $§_44_ Regular Air  $§_44_ Wrap Bag  $§_44_ 9/06/2020
45664  $§_44_ C420  $§_44_ John  $§_44_ 9/06/2020  $§_44_ Not Specified  $§_44_ SKU082  $§_44_ 24  $§_44_ 19.98  $§_44_ 0.09  $§_44_ 10.49  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 10/06/2020
38851  $§_44_ C100  $§_44_ Richard  $§_44_ 10/06/2020  $§_44_ Critical  $§_44_ SKU341  $§_44_ 1  $§_44_ 3.74  $§_44_ 0.06  $§_44_ 4.69  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 11/06/2020
43874  $§_44_ C543  $§_44_ Richard  $§_44_ 10/06/2020  $§_44_ High  $§_44_ SKU804  $§_44_ 46  $§_44_ 3.28  $§_44_ 0.09  $§_44_ 5  $§_44_ Regular Air  $§_44_ Wrap Bag  $§_44_ 11/06/2020
42887  $§_44_ C771  $§_44_ John  $§_44_ 10/06/2020  $§_44_ Medium  $§_44_ SKU489  $§_44_ 3  $§_44_ 9.78  $§_44_ 0.01  $§_44_ 5.76  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 11/06/2020
42887  $§_44_ C771  $§_44_ Bob  $§_44_ 10/06/2020  $§_44_ Medium  $§_44_ SKU752  $§_44_ 11  $§_44_ 21.38  $§_44_ 0.04  $§_44_ 8.99  $§_44_ Regular Air  $§_44_ Small Pack  $§_44_ 12/06/2020
42887  $§_44_ C771  $§_44_ John  $§_44_ 10/06/2020  $§_44_ Medium  $§_44_ SKU223  $§_44_ 3  $§_44_ 145.98  $§_44_ 0.01  $§_44_ 51.92  $§_44_ Delivery Truck  $§_44_ Jumbo Box  $§_44_ 12/06/2020
39938  $§_44_ C166  $§_44_ John  $§_44_ 10/06/2020  $§_44_ High  $§_44_ SKU808  $§_44_ 5  $§_44_ 34.58  $§_44_ 0.1  $§_44_ 8.99  $§_44_ Regular Air  $§_44_ Small Pack  $§_44_ 11/06/2020
44839  $§_44_ C408  $§_44_ Richard  $§_44_ 11/06/2020  $§_44_ Critical  $§_44_ SKU179  $§_44_ 27  $§_44_ 33.98  $§_44_ 0.09  $§_44_ 19.99  $§_44_ Express Air  $§_44_ Small Box  $§_44_ 13/06/2020
28901  $§_44_ C779  $§_44_ John  $§_44_ 11/06/2020  $§_44_ High  $§_44_ SKU641  $§_44_ 23  $§_44_ 40.99  $§_44_ 0.1  $§_44_ 5.86  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 12/06/2020
12551  $§_44_ C302  $§_44_ John  $§_44_ 11/06/2020  $§_44_ Low  $§_44_ SKU1143  $§_44_ 46  $§_44_ 125.99  $§_44_ 0.01  $§_44_ 5.26  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 18/06/2020
43460  $§_44_ C065  $§_44_ Bob  $§_44_ 11/06/2020  $§_44_ Medium  $§_44_ SKU382  $§_44_ 2  $§_44_ 8.04  $§_44_ 0.07  $§_44_ 8.94  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 12/06/2020
50977  $§_44_ C750  $§_44_ Bob  $§_44_ 11/06/2020  $§_44_ Low  $§_44_ SKU558  $§_44_ 1  $§_44_ 18.97  $§_44_ 0.05  $§_44_ 9.03  $§_44_ Express Air  $§_44_ Small Box  $§_44_ 11/06/2020
58658  $§_44_ C407  $§_44_ John  $§_44_ 11/06/2020  $§_44_ Medium  $§_44_ SKU019  $§_44_ 7  $§_44_ 120.98  $§_44_ 0.09  $§_44_ 58.64  $§_44_ Delivery Truck  $§_44_ Jumbo Box  $§_44_ 12/06/2020
58658  $§_44_ C407  $§_44_ John  $§_44_ 11/06/2020  $§_44_ Medium  $§_44_ SKU1044  $§_44_ 41  $§_44_ 20.97  $§_44_ 0.01  $§_44_ 6.5  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 12/06/2020
58658  $§_44_ C407  $§_44_ John  $§_44_ 11/06/2020  $§_44_ Medium  $§_44_ SKU1184  $§_44_ 46  $§_44_ 20.99  $§_44_ 0.1  $§_44_ 0.99  $§_44_ Regular Air  $§_44_ Wrap Bag  $§_44_ 13/06/2020
6535  $§_44_ C008  $§_44_ John  $§_44_ 12/06/2020  $§_44_ Critical  $§_44_ SKU755  $§_44_ 11  $§_44_ 28.15  $§_44_ 0.07  $§_44_ 8.99  $§_44_ Express Air  $§_44_ Small Pack  $§_44_ 15/06/2020
17507  $§_44_ C459  $§_44_ John  $§_44_ 12/06/2020  $§_44_ Medium  $§_44_ SKU261  $§_44_ 27  $§_44_ 14.56  $§_44_ 0.04  $§_44_ 3.5  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 12/06/2020
17507  $§_44_ C459  $§_44_ Bob  $§_44_ 12/06/2020  $§_44_ Medium  $§_44_ SKU1099  $§_44_ 22  $§_44_ 270.97  $§_44_ 0.1  $§_44_ 28.06  $§_44_ Delivery Truck  $§_44_ Jumbo Drum  $§_44_ 14/06/2020
26853  $§_44_ C663  $§_44_ Bob  $§_44_ 12/06/2020  $§_44_ Low  $§_44_ SKU479  $§_44_ 21  $§_44_ 2.66  $§_44_ 0  $§_44_ 6.35  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 16/06/2020
10823  $§_44_ C332  $§_44_ John  $§_44_ 12/06/2020  $§_44_ Low  $§_44_ SKU439  $§_44_ 3  $§_44_ 43.41  $§_44_ 0.03  $§_44_ 2.99  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 12/06/2020
26274  $§_44_ C015  $§_44_ Richard  $§_44_ 12/06/2020  $§_44_ Not Specified  $§_44_ SKU557  $§_44_ 41  $§_44_ 9.11  $§_44_ 0.06  $§_44_ 2.15  $§_44_ Regular Air  $§_44_ Wrap Bag  $§_44_ 13/06/2020
9573  $§_44_ C261  $§_44_ John  $§_44_ 13/06/2020  $§_44_ Medium  $§_44_ SKU885  $§_44_ 41  $§_44_ 3.14  $§_44_ 0  $§_44_ 1.92  $§_44_ Regular Air  $§_44_ Wrap Bag  $§_44_ 14/06/2020
48868  $§_44_ C600  $§_44_ John  $§_44_ 13/06/2020  $§_44_ Not Specified  $§_44_ SKU936  $§_44_ 47  $§_44_ 167.27  $§_44_ 0.05  $§_44_ 35  $§_44_ Express Air  $§_44_ Large Box  $§_44_ 15/06/2020
48868  $§_44_ C600  $§_44_ John  $§_44_ 13/06/2020  $§_44_ Not Specified  $§_44_ SKU1205  $§_44_ 43  $§_44_ 195.99  $§_44_ 0.07  $§_44_ 3.99  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 14/06/2020
43815  $§_44_ C175  $§_44_ John  $§_44_ 13/06/2020  $§_44_ Not Specified  $§_44_ SKU424  $§_44_ 40  $§_44_ 16.51  $§_44_ 0.07  $§_44_ 2.99  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 14/06/2020
43815  $§_44_ C175  $§_44_ Bob  $§_44_ 13/06/2020  $§_44_ Not Specified  $§_44_ SKU559  $§_44_ 22  $§_44_ 55.48  $§_44_ 0.01  $§_44_ 6.79  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 14/06/2020
43815  $§_44_ C175  $§_44_ Bob  $§_44_ 13/06/2020  $§_44_ Not Specified  $§_44_ SKU954  $§_44_ 45  $§_44_ 78.8  $§_44_ 0.03  $§_44_ 35  $§_44_ Regular Air  $§_44_ Large Box  $§_44_ 14/06/2020
9573  $§_44_ C261  $§_44_ Bob  $§_44_ 13/06/2020  $§_44_ Medium  $§_44_ SKU596  $§_44_ 21  $§_44_ 6.35  $§_44_ 0.01  $§_44_ 1.02  $§_44_ Express Air  $§_44_ Wrap Bag  $§_44_ 14/06/2020
14241  $§_44_ C504  $§_44_ John  $§_44_ 14/06/2020  $§_44_ Critical  $§_44_ SKU779  $§_44_ 22  $§_44_ 11.55  $§_44_ 0.03  $§_44_ 2.36  $§_44_ Regular Air  $§_44_ Wrap Bag  $§_44_ 15/06/2020
28899  $§_44_ C352  $§_44_ John  $§_44_ 14/06/2020  $§_44_ Low  $§_44_ SKU1228  $§_44_ 27  $§_44_ 205.99  $§_44_ 0.06  $§_44_ 5  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 16/06/2020
43045  $§_44_ C568  $§_44_ Richard  $§_44_ 14/06/2020  $§_44_ Medium  $§_44_ SKU125  $§_44_ 47  $§_44_ 105.29  $§_44_ 0.01  $§_44_ 10.12  $§_44_ Regular Air  $§_44_ Large Box  $§_44_ 16/06/2020
43045  $§_44_ C568  $§_44_ Richard  $§_44_ 14/06/2020  $§_44_ Medium  $§_44_ SKU248  $§_44_ 12  $§_44_ 31.76  $§_44_ 0.05  $§_44_ 45.51  $§_44_ Delivery Truck  $§_44_ Jumbo Box  $§_44_ 14/06/2020
13383  $§_44_ C246  $§_44_ John  $§_44_ 15/06/2020  $§_44_ Not Specified  $§_44_ SKU963  $§_44_ 35  $§_44_ 20.34  $§_44_ 0.07  $§_44_ 35  $§_44_ Regular Air  $§_44_ Large Box  $§_44_ 17/06/2020
16897  $§_44_ C667  $§_44_ Richard  $§_44_ 15/06/2020  $§_44_ Not Specified  $§_44_ SKU053  $§_44_ 1  $§_44_ 320.98  $§_44_ 0.02  $§_44_ 58.95  $§_44_ Delivery Truck  $§_44_ Jumbo Drum  $§_44_ 17/06/2020
16897  $§_44_ C667  $§_44_ Bob  $§_44_ 15/06/2020  $§_44_ Not Specified  $§_44_ SKU815  $§_44_ 48  $§_44_ 2.21  $§_44_ 0.06  $§_44_ 1  $§_44_ Regular Air  $§_44_ Wrap Bag  $§_44_ 17/06/2020
6183  $§_44_ C340  $§_44_ John  $§_44_ 15/06/2020  $§_44_ Medium  $§_44_ SKU639  $§_44_ 41  $§_44_ 48.94  $§_44_ 0.02  $§_44_ 5.86  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 16/06/2020
19972  $§_44_ C475  $§_44_ Richard  $§_44_ 16/06/2020  $§_44_ Critical  $§_44_ SKU170  $§_44_ 6  $§_44_ 14.98  $§_44_ 0.04  $§_44_ 8.99  $§_44_ Regular Air  $§_44_ Small Pack  $§_44_ 18/06/2020
53698  $§_44_ C734  $§_44_ Richard  $§_44_ 16/06/2020  $§_44_ Medium  $§_44_ SKU733  $§_44_ 10  $§_44_ 4.84  $§_44_ 0  $§_44_ 0.71  $§_44_ Express Air  $§_44_ Wrap Bag  $§_44_ 17/06/2020
29893  $§_44_ C533  $§_44_ John  $§_44_ 16/06/2020  $§_44_ Medium  $§_44_ SKU964  $§_44_ 24  $§_44_ 225.02  $§_44_ 0.07  $§_44_ 28.66  $§_44_ Delivery Truck  $§_44_ Jumbo Drum  $§_44_ 17/06/2020
30147  $§_44_ C138  $§_44_ John  $§_44_ 17/06/2020  $§_44_ Not Specified  $§_44_ SKU082  $§_44_ 37  $§_44_ 19.98  $§_44_ 0.06  $§_44_ 10.49  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 19/06/2020
1346  $§_44_ C744  $§_44_ Bob  $§_44_ 17/06/2020  $§_44_ High  $§_44_ SKU010  $§_44_ 48  $§_44_ 100.98  $§_44_ 0.09  $§_44_ 26.22  $§_44_ Delivery Truck  $§_44_ Jumbo Box  $§_44_ 19/06/2020
43488  $§_44_ C537  $§_44_ Richard  $§_44_ 18/06/2020  $§_44_ Critical  $§_44_ SKU292  $§_44_ 46  $§_44_ 48.92  $§_44_ 0.08  $§_44_ 4.5  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 19/06/2020
43488  $§_44_ C537  $§_44_ Bob  $§_44_ 18/06/2020  $§_44_ Critical  $§_44_ SKU482  $§_44_ 46  $§_44_ 15.57  $§_44_ 0  $§_44_ 1.39  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 19/06/2020
43488  $§_44_ C537  $§_44_ John  $§_44_ 18/06/2020  $§_44_ Critical  $§_44_ SKU104  $§_44_ 28  $§_44_ 20.24  $§_44_ 0.1  $§_44_ 6.67  $§_44_ Regular Air  $§_44_ Small Pack  $§_44_ 19/06/2020
43488  $§_44_ C537  $§_44_ John  $§_44_ 18/06/2020  $§_44_ Critical  $§_44_ SKU413  $§_44_ 13  $§_44_ 14.48  $§_44_ 0.05  $§_44_ 6.46  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 20/06/2020
43488  $§_44_ C537  $§_44_ Richard  $§_44_ 18/06/2020  $§_44_ Critical  $§_44_ SKU1078  $§_44_ 3  $§_44_ 449.99  $§_44_ 0.06  $§_44_ 24.49  $§_44_ Regular Air  $§_44_ Large Box  $§_44_ 20/06/2020
59680  $§_44_ C427  $§_44_ John  $§_44_ 18/06/2020  $§_44_ Critical  $§_44_ SKU1052  $§_44_ 15  $§_44_ 0.99  $§_44_ 0.05  $§_44_ 2.96  $§_44_ Regular Air  $§_44_ Small Pack  $§_44_ 19/06/2020
6885  $§_44_ C190  $§_44_ Richard  $§_44_ 19/06/2020  $§_44_ Low  $§_44_ SKU055  $§_44_ 4  $§_44_ 113.98  $§_44_ 0.02  $§_44_ 30  $§_44_ Delivery Truck  $§_44_ Jumbo Drum  $§_44_ 21/06/2020
6885  $§_44_ C190  $§_44_ Bob  $§_44_ 19/06/2020  $§_44_ Low  $§_44_ SKU1137  $§_44_ 40  $§_44_ 23.99  $§_44_ 0.09  $§_44_ 6.3  $§_44_ Regular Air  $§_44_ Medium Box  $§_44_ 19/06/2020
26407  $§_44_ C422  $§_44_ John  $§_44_ 19/06/2020  $§_44_ Critical  $§_44_ SKU969  $§_44_ 34  $§_44_ 279.48  $§_44_ 0.04  $§_44_ 35  $§_44_ Regular Air  $§_44_ Large Box  $§_44_ 21/06/2020
26407  $§_44_ C422  $§_44_ Bob  $§_44_ 19/06/2020  $§_44_ Critical  $§_44_ SKU1229  $§_44_ 16  $§_44_ 155.99  $§_44_ 0.1  $§_44_ 8.99  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 20/06/2020
33541  $§_44_ C393  $§_44_ Richard  $§_44_ 19/06/2020  $§_44_ Critical  $§_44_ SKU091  $§_44_ 43  $§_44_ 12.2  $§_44_ 0.08  $§_44_ 6.02  $§_44_ Regular Air  $§_44_ Small Pack  $§_44_ 19/06/2020
46497  $§_44_ C351  $§_44_ Richard  $§_44_ 19/06/2020  $§_44_ High  $§_44_ SKU754  $§_44_ 30  $§_44_ 20.15  $§_44_ 0.03  $§_44_ 8.99  $§_44_ Regular Air  $§_44_ Small Pack  $§_44_ 20/06/2020
33222  $§_44_ C574  $§_44_ John  $§_44_ 19/06/2020  $§_44_ Medium  $§_44_ SKU350  $§_44_ 18  $§_44_ 22.38  $§_44_ 0.05  $§_44_ 15.1  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 21/06/2020
33222  $§_44_ C574  $§_44_ Richard  $§_44_ 19/06/2020  $§_44_ Medium  $§_44_ SKU066  $§_44_ 30  $§_44_ 60.98  $§_44_ 0.1  $§_44_ 30  $§_44_ Delivery Truck  $§_44_ Jumbo Drum  $§_44_ 20/06/2020
33222  $§_44_ C574  $§_44_ Bob  $§_44_ 19/06/2020  $§_44_ Medium  $§_44_ SKU795  $§_44_ 48  $§_44_ 2.88  $§_44_ 0.02  $§_44_ 0.7  $§_44_ Regular Air  $§_44_ Wrap Bag  $§_44_ 21/06/2020
8294  $§_44_ C296  $§_44_ John  $§_44_ 20/06/2020  $§_44_ Medium  $§_44_ SKU1203  $§_44_ 28  $§_44_ 7.99  $§_44_ 0.05  $§_44_ 5.03  $§_44_ Regular Air  $§_44_ Medium Box  $§_44_ 21/06/2020
41667  $§_44_ C631  $§_44_ Bob  $§_44_ 20/06/2020  $§_44_ High  $§_44_ SKU1149  $§_44_ 18  $§_44_ 65.99  $§_44_ 0.03  $§_44_ 5.31  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 23/06/2020
967  $§_44_ C514  $§_44_ Bob  $§_44_ 20/06/2020  $§_44_ Medium  $§_44_ SKU1132  $§_44_ 6  $§_44_ 13.99  $§_44_ 0.03  $§_44_ 7.51  $§_44_ Regular Air  $§_44_ Medium Box  $§_44_ 22/06/2020
967  $§_44_ C514  $§_44_ Bob  $§_44_ 20/06/2020  $§_44_ Medium  $§_44_ SKU806  $§_44_ 42  $§_44_ 37.74  $§_44_ 0.01  $§_44_ 2.9  $§_44_ Regular Air  $§_44_ Small Pack  $§_44_ 21/06/2020
967  $§_44_ C514  $§_44_ John  $§_44_ 20/06/2020  $§_44_ Medium  $§_44_ SKU250  $§_44_ 48  $§_44_ 227.55  $§_44_ 0.01  $§_44_ 32.48  $§_44_ Delivery Truck  $§_44_ Jumbo Box  $§_44_ 23/06/2020
49255  $§_44_ C497  $§_44_ Richard  $§_44_ 22/06/2020  $§_44_ High  $§_44_ SKU025  $§_44_ 20  $§_44_ 70.98  $§_44_ 0.09  $§_44_ 26.85  $§_44_ Delivery Truck  $§_44_ Jumbo Box  $§_44_ 23/06/2020
25986  $§_44_ C071  $§_44_ Bob  $§_44_ 22/06/2020  $§_44_ Medium  $§_44_ SKU628  $§_44_ 48  $§_44_ 5.78  $§_44_ 0.08  $§_44_ 4.96  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 23/06/2020
24580  $§_44_ C497  $§_44_ Bob  $§_44_ 23/06/2020  $§_44_ High  $§_44_ SKU748  $§_44_ 25  $§_44_ 43.98  $§_44_ 0.08  $§_44_ 8.99  $§_44_ Regular Air  $§_44_ Small Pack  $§_44_ 24/06/2020
24580  $§_44_ C497  $§_44_ Richard  $§_44_ 23/06/2020  $§_44_ High  $§_44_ SKU139  $§_44_ 14  $§_44_ 2.23  $§_44_ 0.01  $§_44_ 4.57  $§_44_ Regular Air  $§_44_ Small Pack  $§_44_ 25/06/2020
11044  $§_44_ C674  $§_44_ John  $§_44_ 24/06/2020  $§_44_ Medium  $§_44_ SKU804  $§_44_ 3  $§_44_ 3.28  $§_44_ 0.09  $§_44_ 5  $§_44_ Regular Air  $§_44_ Wrap Bag  $§_44_ 25/06/2020
12005  $§_44_ C217  $§_44_ John  $§_44_ 24/06/2020  $§_44_ Not Specified  $§_44_ SKU900  $§_44_ 4  $§_44_ 415.88  $§_44_ 0.04  $§_44_ 11.37  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 26/06/2020
19718  $§_44_ C784  $§_44_ Bob  $§_44_ 24/06/2020  $§_44_ Low  $§_44_ SKU1132  $§_44_ 6  $§_44_ 13.99  $§_44_ 0.03  $§_44_ 7.51  $§_44_ Regular Air  $§_44_ Medium Box  $§_44_ 29/06/2020
46691  $§_44_ C220  $§_44_ Bob  $§_44_ 24/06/2020  $§_44_ Critical  $§_44_ SKU157  $§_44_ 47  $§_44_ 36.65  $§_44_ 0.04  $§_44_ 22.6  $§_44_ Regular Air  $§_44_ Large Box  $§_44_ 26/06/2020
19074  $§_44_ C708  $§_44_ Richard  $§_44_ 25/06/2020  $§_44_ Critical  $§_44_ SKU258  $§_44_ 17  $§_44_ 208.16  $§_44_ 0.01  $§_44_ 68.02  $§_44_ Delivery Truck  $§_44_ Jumbo Drum  $§_44_ 27/06/2020
55494  $§_44_ C534  $§_44_ Richard  $§_44_ 25/06/2020  $§_44_ Not Specified  $§_44_ SKU480  $§_44_ 4  $§_44_ 10.98  $§_44_ 0.08  $§_44_ 4.8  $§_44_ Express Air  $§_44_ Small Box  $§_44_ 27/06/2020
55494  $§_44_ C534  $§_44_ Bob  $§_44_ 25/06/2020  $§_44_ Not Specified  $§_44_ SKU831  $§_44_ 49  $§_44_ 11.97  $§_44_ 0.09  $§_44_ 5.81  $§_44_ Regular Air  $§_44_ Small Pack  $§_44_ 26/06/2020
47620  $§_44_ C145  $§_44_ John  $§_44_ 26/06/2020  $§_44_ Low  $§_44_ SKU879  $§_44_ 27  $§_44_ 10.98  $§_44_ 0.04  $§_44_ 3.37  $§_44_ Regular Air  $§_44_ Small Pack  $§_44_ 5/07/2020
24386  $§_44_ C118  $§_44_ Bob  $§_44_ 26/06/2020  $§_44_ High  $§_44_ SKU994  $§_44_ 41  $§_44_ 100.97  $§_44_ 0.03  $§_44_ 7.18  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 28/06/2020
24386  $§_44_ C118  $§_44_ John  $§_44_ 26/06/2020  $§_44_ High  $§_44_ SKU1054  $§_44_ 12  $§_44_ 40.98  $§_44_ 0.01  $§_44_ 6.5  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 28/06/2020
24386  $§_44_ C118  $§_44_ Richard  $§_44_ 26/06/2020  $§_44_ High  $§_44_ SKU513  $§_44_ 15  $§_44_ 4.13  $§_44_ 0  $§_44_ 0.99  $§_44_ Express Air  $§_44_ Small Box  $§_44_ 27/06/2020
14210  $§_44_ C332  $§_44_ John  $§_44_ 26/06/2020  $§_44_ Not Specified  $§_44_ SKU1061  $§_44_ 19  $§_44_ 33.29  $§_44_ 0  $§_44_ 1.99  $§_44_ Regular Air  $§_44_ Small Pack  $§_44_ 28/06/2020
57025  $§_44_ C290  $§_44_ Richard  $§_44_ 26/06/2020  $§_44_ Medium  $§_44_ SKU371  $§_44_ 8  $§_44_ 8.69  $§_44_ 0.03  $§_44_ 2.99  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 28/06/2020
16706  $§_44_ C088  $§_44_ Bob  $§_44_ 27/06/2020  $§_44_ High  $§_44_ SKU130  $§_44_ 47  $§_44_ 41.47  $§_44_ 0.03  $§_44_ 34.2  $§_44_ Regular Air  $§_44_ Wrap Bag  $§_44_ 28/06/2020
16706  $§_44_ C088  $§_44_ John  $§_44_ 27/06/2020  $§_44_ High  $§_44_ SKU811  $§_44_ 6  $§_44_ 2.78  $§_44_ 0.01  $§_44_ 1.2  $§_44_ Regular Air  $§_44_ Wrap Bag  $§_44_ 28/06/2020
16706  $§_44_ C088  $§_44_ Bob  $§_44_ 27/06/2020  $§_44_ High  $§_44_ SKU1247  $§_44_ 49  $§_44_ 155.99  $§_44_ 0.07  $§_44_ 3.9  $§_44_ Express Air  $§_44_ Small Box  $§_44_ 29/06/2020
46626  $§_44_ C486  $§_44_ John  $§_44_ 27/06/2020  $§_44_ Low  $§_44_ SKU037  $§_44_ 8  $§_44_ 95.98  $§_44_ 0.01  $§_44_ 58.2  $§_44_ Delivery Truck  $§_44_ Jumbo Drum  $§_44_ 1/07/2020
6695  $§_44_ C562  $§_44_ Bob  $§_44_ 27/06/2020  $§_44_ Low  $§_44_ SKU379  $§_44_ 49  $§_44_ 5.81  $§_44_ 0.08  $§_44_ 8.49  $§_44_ Express Air  $§_44_ Small Box  $§_44_ 27/06/2020
43751  $§_44_ C529  $§_44_ Bob  $§_44_ 27/06/2020  $§_44_ High  $§_44_ SKU909  $§_44_ 43  $§_44_ 15.14  $§_44_ 0.08  $§_44_ 4.53  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 29/06/2020
17508  $§_44_ C660  $§_44_ Richard  $§_44_ 27/06/2020  $§_44_ Low  $§_44_ SKU781  $§_44_ 50  $§_44_ 1.76  $§_44_ 0.01  $§_44_ 0.7  $§_44_ Express Air  $§_44_ Wrap Bag  $§_44_ 29/06/2020
33793  $§_44_ C386  $§_44_ Bob  $§_44_ 27/06/2020  $§_44_ Critical  $§_44_ SKU385  $§_44_ 17  $§_44_ 15.16  $§_44_ 0.03  $§_44_ 15.09  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 28/06/2020
24743  $§_44_ C733  $§_44_ John  $§_44_ 28/06/2020  $§_44_ Low  $§_44_ SKU060  $§_44_ 47  $§_44_ 216.6  $§_44_ 0.06  $§_44_ 64.2  $§_44_ Delivery Truck  $§_44_ Jumbo Drum  $§_44_ 5/07/2020
24743  $§_44_ C733  $§_44_ John  $§_44_ 28/06/2020  $§_44_ Low  $§_44_ SKU061  $§_44_ 26  $§_44_ 140.81  $§_44_ 0  $§_44_ 24.49  $§_44_ Regular Air  $§_44_ Large Box  $§_44_ 3/07/2020
44037  $§_44_ C131  $§_44_ John  $§_44_ 28/06/2020  $§_44_ High  $§_44_ SKU162  $§_44_ 39  $§_44_ 22.23  $§_44_ 0.07  $§_44_ 5.08  $§_44_ Regular Air  $§_44_ Small Pack  $§_44_ 30/06/2020
44037  $§_44_ C131  $§_44_ Richard  $§_44_ 28/06/2020  $§_44_ High  $§_44_ SKU1182  $§_44_ 38  $§_44_ 55.99  $§_44_ 0.07  $§_44_ 1.25  $§_44_ Regular Air  $§_44_ Small Pack  $§_44_ 30/06/2020
29191  $§_44_ C605  $§_44_ Richard  $§_44_ 28/06/2020  $§_44_ Medium  $§_44_ SKU247  $§_44_ 26  $§_44_ 296.18  $§_44_ 0.09  $§_44_ 54.12  $§_44_ Delivery Truck  $§_44_ Jumbo Box  $§_44_ 29/06/2020
50466  $§_44_ C756  $§_44_ Richard  $§_44_ 28/06/2020  $§_44_ Critical  $§_44_ SKU390  $§_44_ 32  $§_44_ 223.98  $§_44_ 0.05  $§_44_ 15.01  $§_44_ Express Air  $§_44_ Small Box  $§_44_ 30/06/2020
26272  $§_44_ C129  $§_44_ John  $§_44_ 29/06/2020  $§_44_ Low  $§_44_ SKU061  $§_44_ 6  $§_44_ 140.81  $§_44_ 0.04  $§_44_ 24.49  $§_44_ Express Air  $§_44_ Large Box  $§_44_ 8/07/2020
4416  $§_44_ C266  $§_44_ Bob  $§_44_ 29/06/2020  $§_44_ Low  $§_44_ SKU388  $§_44_ 46  $§_44_ 165.98  $§_44_ 0.1  $§_44_ 19.99  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 3/07/2020
48067  $§_44_ C363  $§_44_ Bob  $§_44_ 29/06/2020  $§_44_ Low  $§_44_ SKU1145  $§_44_ 31  $§_44_ 125.99  $§_44_ 0.05  $§_44_ 3  $§_44_ Express Air  $§_44_ Small Box  $§_44_ 1/07/2020
48067  $§_44_ C363  $§_44_ John  $§_44_ 29/06/2020  $§_44_ Low  $§_44_ SKU1246  $§_44_ 24  $§_44_ 195.99  $§_44_ 0  $§_44_ 8.99  $§_44_ Express Air  $§_44_ Small Box  $§_44_ 29/06/2020
17414  $§_44_ C429  $§_44_ Bob  $§_44_ 29/06/2020  $§_44_ High  $§_44_ SKU1059  $§_44_ 39  $§_44_ 99.99  $§_44_ 0.07  $§_44_ 19.99  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 1/07/2020
17414  $§_44_ C429  $§_44_ John  $§_44_ 29/06/2020  $§_44_ High  $§_44_ SKU612  $§_44_ 32  $§_44_ 11.34  $§_44_ 0.1  $§_44_ 5.01  $§_44_ Regular Air  $§_44_ Small Box  $§_44_ 1/07/2020
52324  $§_44_ C321  $§_44_ John  $§_44_ 29/06/2020  $§_44_ Not Specified  $§_44_ SKU071  $§_44_ 4  $§_44_ 180.98  $§_44_ 0.07  $§_44_ 30  $§_44_ Delivery Truck  $§_44_ Jumbo Drum  $§_44_ 30/06/2020
